Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
Ca Ski,CL,CLO_0002165,CLO_0002165,CL_1001575,-,UBERON_0000002,-,BTO_0003109,-
OVCAR8_high_grade_ovarian_serous_adenocarcinoma,CL,-,CLO_0000000,CL_0000066,CL_0000000,UBERON_0000992,UBERON_0000085,BTO_0003054,BTO_0000170
CHLA-10,CT,-,CLO_0000026,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000032,-,BTO_0000051
CD4+CD25+CD45RA- memory regulatory T cells expanded donor3,CT,-,CLO_0000000,CL_0002678,CL_0000000,UBERON_0002405,UBERON_0000000,-,BTO_0000000
Hs 769.T,CL,CLO_0004103,CLO_0004103,CL_1000296,-,UBERON_0000057,-,-,-
Chondrocyte - re diff donor3,CT,-,CL_0000138,CL_0000138,CL_0000138,UBERON_0002418,-,BTO_0000249,BTO_0000249
CD8+ T Cells donor2,CT,-,CLO_0000020,CL_0000625,CL_0000549,UBERON_0002405,UBERON_0000176,BTO_0000289,BTO_0000170
MCF7_Invasive_ductal_breast_carcinoma_SICTR_E2,CL,CLO_0007606,CLO_0007606,CL_0002327,-,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0000149
NCI-H446_no infection,CL,CLO_0008088,CLO_0008088,CL_0000082,-,UBERON_0002048,-,-,-
thymus,A,-,-,CL_0002293,-,UBERON_0002370,UBERON_0002370,BTO_0001374,BTO_0001374
BT-474_breast_invasive_ductal_carcinoma_HRG,CL,CLO_0002042,CLO_0002042,CL_0002327,-,UBERON_0000310,UBERON_0000310,BTO_0001932,BTO_0000149
2489,-,-,CLO_0000000,-,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0000000
MCF7L-P_0h,CL,-,CLO_0000062,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000062,-,BTO_0000000
parietal lobe fetal donor1,A,-,-,CL_0002319,-,UBERON_0001872,UBERON_0001872,BTO_0001001,BTO_0001001
CD4_ab_T_Th,CT,-,CLO_0000000,CL_0000492,CL_0000000,UBERON_0002405,UBERON_0000000,BTO_0002417,BTO_0000000
Smooth Muscle Cells - Tracheal donor1,CT,-,-,CL_0019019,-,UBERON_0003387,UBERON_0001135,BTO_0004403,BTO_0001260
SK-N-SH_neuroblastoma,CL,CLO_0009059,CLO_0009059,CL_0000031,-,UBERON_0000955,-,BTO_0001620,BTO_0000123
HCCLM3,CL,-,CLO_0000050,CL_0000182,CL_0000066,UBERON_0002107,UBERON_0001000,BTO_0004469,BTO_0000123
Gingival epithelial cells donor3 (GEA15),CT,-,CLO_0000000,CL_0002621,CL_0000066,UBERON_0001949,UBERON_0002040,-,-
U266B1,CL,CLO_0009458,CLO_0009458,CL_0000236,-,UBERON_0000178,-,-,-
OVCAR-3,CL,CLO_0008279,CLO_0008279,CL_0000066,-,UBERON_0000992,-,BTO_0000812,-
SW620,CL,CLO_0009221,CLO_0009221,CL_0011108,-,UBERON_0001155,-,BTO_0000675,-
TC-32,CL,-,CLO_0000021,-,CL_0000121,UBERON_0002204,UBERON_0000955,BTO_0004227,BTO_0000102
SNU16,CL,CLO_0009095,CLO_0000010,CL_0002178,CL_0000011,UBERON_0000945,UBERON_0000100,BTO_0004987,BTO_0000005
RPMI-8226,CL,-,CLO_0000070,CL_0000945,CL_0000001,UBERON_0000178,-,-,BTO_0000145
GM06077,CL,CLO_0023602,CLO_0023602,CL_0000236,-,UBERON_0000178,-,-,-
OCI-LY10_diffuse_large_B-cell_lymphoma,CL,-,-,CL_0000236,CL_0000236,UBERON_0000029,-,-,BTO_0000776
Astrocyte_Oligo_1,CT,-,CL_0000127,CL_0000125,-,UBERON_0000955,-,-,BTO_0000099
hFOB_1_19_fetal_osteoblast,CL,CLO_0003737,CL_0000062,CL_0000062,-,UBERON_0002481,UBERON_0000000,BTO_0005224,BTO_0001593
primordial-germ-cell-like-cell,CT,-,CL_0000005,CL_0000670,-,UBERON_0000991,UBERON_0000066,-,BTO_0000514
H441,CL,CLO_0008087,CLO_0000043,CL_0000158,CL_0000000,UBERON_0002048,UBERON_0000462,BTO_0001910,BTO_0000000
AMIPS6,-,-,CLO_0000068,-,CL_0000235,-,UBERON_0000947,-,BTO_0000025
MO91,CL,-,CLO_0000001,CL_0000763,CL_0000002,UBERON_0000178,UBERON_0000003,BTO_0005491,BTO_0000004
T3M-3,CL,CLO_0050641,CLO_0050641,CL_0000351,-,UBERON_0000088,-,-,-
Excitatory_neur_cerebrum_7,CT,-,-,CL_0000540,-,UBERON_0000955,UBERON_0001869,-,BTO_0000239
Stromal_intestine_3,CT,-,-,CL_0000499,-,UBERON_0000160,UBERON_0000160,-,BTO_0000648
Synoviocyte donor2,CT,-,-,CL_0000214,CL_0000214,UBERON_0003668,-,BTO_0003742,BTO_0003742
GM04648,CL,CLO_0018967,CLO_0018967,CL_0000236,-,UBERON_0000178,-,-,-
UACC-62,CL,-,CLO_0000001,CL_2000000,CL_0000002,UBERON_0001003,UBERON_0000003,BTO_0004152,BTO_0000004
normal intestinal epithelial cell line:FHs 74 Int,CL,CLO_0003245,CLO_0003245,CL_0002254,CL_0002563,UBERON_0002108,-,-,BTO_0005937
heart adult diseased post-infarction donor1,A,-,-,CL_0002494,-,UBERON_0000948,UBERON_0000948,-,BTO_0001043
S462_PRC2 mutant,CL,-,CLO_0000054,CL_0000218,-,UBERON_0001016,UBERON_0000060,-,-
FL10,CL,-,CLO_0000010,CL_0000236,CL_0000010,UBERON_0000029,UBERON_0000010,-,BTO_0000010
GM12878_Lymphoblastoid,CL,CLO_0022851,CLO_0022851,CL_0000236,-,UBERON_0000178,UBERON_0000060,BTO_0006353,-
PC-9,CL,-,CLO_0050067,CL_0000082,-,UBERON_0002048,-,BTO_0005518,-
MOLM-13_empty vector,CL,CLO_0009848,CLO_0009848,CL_0000763,-,UBERON_0000178,-,BTO_0004175,-
IMR32,CL,CLO_0006948,CLO_0000074,CL_0000031,CL_0000067,UBERON_0000955,UBERON_0000469,BTO_0000934,BTO_0000224
neutrophils,CT,-,CLO_0000025,CL_0000775,CL_0000237,UBERON_0000178,UBERON_0000170,BTO_0000130,BTO_0000109
iPS-15b Cells,CL,-,CLO_0000032,CL_0002248,CL_0000005,-,UBERON_0000469,-,BTO_0000195
HMEC_human_mammary_epithelial_cells,CT,-,-,CL_0002327,CL_0000066,UBERON_0000310,-,BTO_0004300,-
LNCaP_prostate_carcinoma_SHFOXA1_R1881,CL,CLO_0007365,CLO_0007365,CL_0002231,-,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001129
T_cell_C,CT,-,CL_0000235,CL_0000084,-,UBERON_0000178,UBERON_0000022,BTO_0000782,-
IMR90_lung_fibroblasts_SENES_SHP53,CL,CLO_0006951,CLO_0006951,CL_0002553,-,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0000763
V389,CL,-,CLO_0000001,CL_0011108,CL_0000002,UBERON_0001155,UBERON_0000003,-,BTO_0000004
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CL,CLO_0007365,CLO_0007365,CL_0002231,-,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001129
Day6 Plasmablast CD23- memory B cell,CT,-,-,CL_0000980,CL_0000980,UBERON_0002405,-,-,BTO_0000776
Pre_B_healthy,CT,-,-,CL_0000817,-,UBERON_0002371,UBERON_0001782,BTO_0001133,-
HL-60_CTRL,CL,CLO_0003775,CLO_0003775,CL_0000763,-,UBERON_0000178,-,BTO_0000738,-
GIST882_Gastrointestinal_stromal_tumor,CL,-,CLO_0000001,CL_0002319,-,UBERON_0001555,UBERON_0000061,-,BTO_0000182
Ciliated_cells_C,CT,-,CLO_0000000,CL_0000064,CL_0000000,UBERON_0002048,UBERON_0000060,-,BTO_0000000
Myeloid_heart,CT,-,-,CL_0000763,-,UBERON_0000948,UBERON_0000948,BTO_0000906,BTO_0000562
CTR shCtrl,-,-,CLO_0000035,-,CL_0000000,UBERON_0001134,UBERON_0000468,-,BTO_0000035
left ventricle_LV1558,A,-,-,CL_0002494,-,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
neutrophils_US,CT,-,CLO_0000052,CL_0000775,CL_0000239,UBERON_0000178,UBERON_0002385,BTO_0000130,BTO_0000030
breast_tumour_metastasis,CT,-,CLO_0000000,-,-,UBERON_0000310,UBERON_0000310,BTO_0000150,BTO_0000149
T (PB),CL,-,CLO_0000070,CL_0000084,CL_0000002,UBERON_0000178,UBERON_0000955,BTO_0000782,BTO_0000121
SKMEL30,CL,CLO_0009045,CLO_0000033,CL_0000148,CL_0000060,UBERON_0001003,UBERON_0000955,BTO_0002133,BTO_0000240
RL_WT_gRNA1,CL,CLO_0008828,CLO_0000035,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000460,BTO_0003230,BTO_0000000
SGBS_adipocyte,CT,-,-,CL_0000136,CL_0000136,UBERON_0001013,-,-,BTO_0000443
HUES64 derived CD184+ endoderm,CT,-,-,CL_0000223,-,UBERON_0000925,UBERON_0000925,-,BTO_0000800
mesothelioma cell line:ACC-MESO-1,CL,CLO_0050082,BTO_0002424,CL_0002078,CLO_0000031,UBERON_0000977,-,BTO_0005907,BTO_0002423
primary-prostate-cancer,CT,-, -,CL_0002231,-,UBERON_0002367,UBERON_0002367,BTO_0001033,BTO_0001129 
Matrix_Fibrob_2_F,CT,-,CLO_0000000,CL_0000057,CL_0000000,UBERON_0002384,UBERON_0027368,BTO_0000452,-
RH18,CL,-,CLO_0000032,CL_0002598,CL_0000005,UBERON_0004895,UBERON_0000462,BTO_0005380,BTO_0000055
GM06990,CL,CLO_0036556,CLO_0036556,CL_0000236,-,UBERON_0000178,-,-,-
NB4,CL,CLO_0007947,CLO_0007947,CL_0000763,-,UBERON_0000178,-,BTO_0002136,-
GP5d_colon_adenocarcinoma,CL,CLO_0003555,CLO_0003555,CL_0011108,-,UBERON_0001155,UBERON_0001155,-,BTO_0000269
migratory langerhans cells donor1,CT,-,CLO_0000035,CL_0000453,CL_0000540,UBERON_0000006,UBERON_0002390,BTO_0000705,-
kidney-cortex,A,-,-,CL_1000497,-,UBERON_0001225,UBERON_0001851,BTO_0001166,BTO_0000671
GM13977_female_B-cells,CL,CLO_0033829,CLO_0033829,CL_0000236,-,UBERON_0000178,UBERON_0003100,-,-
lower_leg_skin,CT,-,-,CL_0000066,-,UBERON_0004264,UBERON_0000014,-,BTO_0001253
M0-91_acute_myeloid_leukemia_27A_100UM,CL,-,CLO_0000000,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0005491,BTO_0000000
GBM34,CT,CLO_0003456,CLO_0000025,CL_0000125,CL_0000001,UBERON_0000955,UBERON_0000468,-,BTO_0000070
SUM149,CL,CLO_0009917,CLO_0000057,CL_0002327,-,UBERON_0000310,UBERON_0001000,BTO_0005475,-
H82,CL,CLO_0008118,CLO_0000031,CL_0000082,CL_0000002,UBERON_0002048,UBERON_0000061,BTO_0003026,BTO_0000034
AsPC1 WT,CL,CLO_0001756,CLO_0000010,CL_0000083,CL_0000003,UBERON_0001264,UBERON_0000100,BTO_0001864,BTO_0000123
MDAMB231,CL,CLO_0007634,CLO_0000142,CL_0002327,-,UBERON_0000310,UBERON_0000063,BTO_0000815,BTO_0000170
iPS DF 6.9 cells,CL,CLO_0037308,CLO_0000035,CL_0002248,CL_0000000,-,UBERON_0000062,-,BTO_0000070
NHEK-epidermal keratinocyte,CT,-,-,CL_0000312,CL_0000312,UBERON_0001003,-,BTO_0003182,BTO_0000667
CRC_myeloid_1,CT,-,CLO_0000075,CL_0000763,CL_0000066,UBERON_0000178,UBERON_0000468,BTO_0000906,BTO_0000177
ES-I3 cells,CL,-,CLO_0000070,CL_0002322,CL_0000314,UBERON_0000922,UBERON_0000464,-,BTO_0000320
KYAE1,CL,-,CLO_0000001,CL_0002252,-,UBERON_0001043,UBERON_0000002,-,-
left_ventricle,A,-,-,CL_0002494,-,UBERON_0002084,UBERON_0002082,BTO_0001629,-
Foreskin Fibroblast Primary Cells skin02,CT,-,CL_1001608,CL_1001608,-,UBERON_0001332,UBERON_0001332,BTO_0002245,BTO_0000452
Lymphoid_intestine_0,CT,-,-,CL_0000542,-,UBERON_0000160,UBERON_0000160,-,BTO_0000648
HeLa_2_high,CL,CLO_0003684,CLO_0003684,CL_0002535,-,UBERON_0000002,-,BTO_0000567,-
MDA-MB-231,CL,CLO_0007634,CLO_0007634,CL_0002327,-,UBERON_0000310,-,BTO_0000815,-
A549 TEAD2 shRNA TGFb,CL,CLO_0001601,CLO_0001601,CL_0000082,-,UBERON_0002048,-,BTO_0000018,-
Th17-IL-10+ Day 0,CT,-,CLO_0000075,CL_0000899,CL_0000054,UBERON_0002405,UBERON_0001000,BTO_0005655,BTO_0000123
CD34,CT,-,-,CL_0000037,-,UBERON_0002371,UBERON_0000025,BTO_0000725,-
GM09237,CL,CLO_0012037,CLO_0012037,CL_0000236,-,UBERON_0000178,-,-,-
Thymic_epithelial_thymus,CT,-,CL_0000066,CL_0002293,-,UBERON_0002370,UBERON_0002370,-,BTO_0001374
Lateral temporal lobe_6T_AD,A,-,-,CL_0002319,-,UBERON_0001871,UBERON_0001871,BTO_0001355,BTO_0001355
Whole blood (ribopure) donor090612 donation1,A,-,-,CL_0000988,-,UBERON_0000178,UBERON_0000178,-,BTO_0000089
RT242,CL,-,CLO_0000010,-,CL_0000001,UBERON_0002113,UBERON_0000025,-,BTO_0000015
BI_Adipose_Nuclei,CT,-,-,CL_0000136,-,UBERON_0001013,UBERON_0001013,-,BTO_0001487
NMFH-1,CL,CLO_0050023,CLO_0050023,CL_0000057,-,UBERON_0001465,-,-,-
Primary T cells from cord blood,CT,-,-,CL_0000084,-,UBERON_0012168,UBERON_0012168,-,BTO_0004053
testis adult pool2,A,-,BTO_0001363,-,-,UBERON_0000473,UBERON_0000473,BTO_0001363,BTO_0001043
CD14-positive-monocyte,CT,-,-,CL_0001054,CL_0001054,UBERON_0000178,-,BTO_0000876,BTO_0000876
Pancreas_Unknown.1_pancreas,A,-, -,-,-,UBERON_0001264,UBERON_0001264,BTO_0000988,BTO_0000988 
effector memory CD4+ alpha-beta T cell,CT,-,-,CL_0000905,CL_0000789,UBERON_0002405,-,-,BTO_0000782
INR1G9,-,-,CLO_0000001,-,CL_0000002,-,UBERON_0000003,-,BTO_0000004
embryonic heart_CS22,A,-,-,-,-,UBERON_0000948,UBERON_0000948,-,BTO_0000562
Mesothelial_intestine,CT,-,-,CL_0000077,-,UBERON_0000160,UBERON_0000160,-,BTO_0000648
psoas muscle,A,-,-,CL_0000737,-,UBERON_0008450,UBERON_0008450,BTO_0001140,BTO_0001140
SNU484,CL,-,CLO_0000103,CL_0002659,CL_0000066,UBERON_0000945,UBERON_0002101,BTO_0003479,BTO_0000312
monocyte-derived dendritic cells_R848_1h,CT,-,-,CL_0000451,CL_0000576,UBERON_0002405,-,BTO_0002042,BTO_0000876
MCF10CA1a_breast_metastatic_epithelial_cells,CL,CLO_0007599, -,CL_0002327,CL_0000066,UBERON_0000310,UBERON_0000310,-,BTO_0000149 
CD14+ monocytes - treated with Cryptococcus donor3,CT,-,CLO_0000000,CL_0001054,CL_0000000,UBERON_0000178,UBERON_0000054,BTO_0000876,BTO_0000000
kelly_DMSO_3h,CL,CLO_0007091,CLO_0007091,CL_0000031,-,UBERON_0000955,-,BTO_0006213,-
gastric adenocarcinoma cell line:MKN45,CL,CLO_0037142,CLO_0050797,CL_0002659,-,UBERON_0000945,-,BTO_0002381,BTO_0002380
BT20,CL,-,CLO_0002041,CL_0002327,-,UBERON_0000310,-,BTO_0001466,-
Primary T cells from?peripheral?blood,CT,-,-,CL_0000084,-,UBERON_0000178,UBERON_0000178,-,BTO_0000089
primaryhepatocyte-gw4064,CT,-,CLO_0000050,CL_0000182,CL_0000001,UBERON_0002107,UBERON_0000050,BTO_0000575,BTO_0000011
surface_ectoderm_cells,CT,-,-,CL_0000114,-,UBERON_0000924,UBERON_0000924,-,BTO_0000315
RPE1-anaphase/telophase,CT,-,CLO_0000074,CL_0002586,CL_0000120,UBERON_0000966,UBERON_0002376,BTO_0004910,BTO_0000080
Plasma_B_BCC,CT,-,-,CL_0000786,-,UBERON_0002405,UBERON_0001969,BTO_0000392,BTO_0000131
testicular germ cell embryonal carcinoma cell line:NEC14,CL,CLO_0051392,CLO_0051392,CL_0000015,CL_0000586,UBERON_0000473,-,-,BTO_0000297
SU-DHL-4,CL,CLO_0037061,CLO_0037061,CL_0000236,-,UBERON_0000178,-,BTO_0006462,-
Hair Follicle Dermal Papilla Cells donor1,CT,-,-,CL_0000346,-,UBERON_0002073,UBERON_0000412,BTO_0005569,BTO_0001858
PrEC,CL,-,CLO_0000068,CL_0002231,CL_0000014,UBERON_0002367,UBERON_0000468,BTO_0005301,BTO_0000027
IMR-90,CL,CLO_0006951,CLO_0006951,CL_0002553,-,UBERON_0002048,-,BTO_0001229,-
endometrioid_adenocarcinoma,CT,-,CLO_0000000,CL_0002149,CL_0000000,UBERON_0001295,UBERON_0000063,BTO_0000658,BTO_0000180
diffuse large B-cell lymphoma cell line:CTB-1,CL,CLO_0050077,CLO_0050077,CL_0000236,CL_0000236,UBERON_0000178,-,-,BTO_0006365
bipolar_spindle_neuron,CT,-, -,CL_0000103,CL_0000540,UBERON_0001016,-,-,BTO_0000938
NCI0075,CL,-,CLO_0000037,-,CL_0000001,UBERON_0001134,UBERON_0000468,-,BTO_0000272
226LDM_normal_breast_luminal_cells,CL,-,-,CL_0002326,-,UBERON_0000310,UBERON_0000310,-,BTO_0000149
SW620_colon_adenocarcinoma,CL,CLO_0009221,CLO_0009221,CL_0011108,-,UBERON_0001155,UBERON_0001155,BTO_0000675,BTO_0000269
Epidermal-Stem-Cells_shCTRL,CT,-,CLO_0000000,CL_1000428,CL_0000000,UBERON_0001003,UBERON_0000000,BTO_0005098,BTO_0001300
Schwann_heart,CT,-,-,CL_0002573,-,UBERON_0000948,UBERON_0000948,BTO_0001220,BTO_0000562
Nucleus Pulposus Cell donor1,CT,-, -,CL_0000138,CL_0000000,UBERON_0002242,UBERON_0002242,BTO_0005498,BTO_0003626 
KOPN-8,CL,CLO_0037178,CLO_0037178,CL_0000236,-,UBERON_0000178,-,-,-
OACM5.1,CL,-,CLO_0000001,CL_0002252,CL_0000002,UBERON_0001043,UBERON_0000003,-,BTO_0000004
neural-cell,CT,-,CL_0000002,CL_0002319,-,UBERON_0001016,UBERON_0000061,-,-
Placental Epithelial Cells donor1,CT,-,CLO_0000000,CL_0002577,CL_0000066,UBERON_0001987,UBERON_0000065,-,-
foreskin_keratinocyte,CT,-,-,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0001332,BTO_0005481,BTO_0000667
CD8_H9RET,CT,-,CLO_0000022,CL_0000625,CL_0000237,UBERON_0002405,UBERON_0000467,BTO_0000289,BTO_0000047
NCI-H378_p8-15,CL,CLO_0008086,CLO_0008086,CL_0000082,-,UBERON_0002048,UBERON_0000000,-,-
Neutrophils donor1,CT,-,CLO_0000022,CL_0000775,CL_0000235,UBERON_0000178,UBERON_0000024,BTO_0000130,BTO_0000003
SW872_TAZ_CAMTA1,CL,CLO_0009201,CLO_0037071,CL_0000136,-,UBERON_0002384,-,BTO_0003743,-
adenocarcinoma cell line:IM95m,CL,-,CLO_0000031,CL_0002178,CL_0000000,UBERON_0000945,-,-,BTO_0000604
CD8_ab_T_CB,CT,-,CLO_0000245,CL_0000625,CL_0000232,UBERON_0000178,UBERON_0001002,BTO_0000289,BTO_0000141
Megakaryo_liver,CT,-,-,CL_0000556,-,UBERON_0002107,UBERON_0002107,-,BTO_0000759
CMP CD4+_3,CT,-,-,CL_0000084,CL_0001059,UBERON_0000178,-,-,-
Placenta_Amnion,A,-,-,-,-,UBERON_0001987,UBERON_0000305,-,BTO_0001078
BJ,CL,CLO_0001980,CLO_0000050,CL_1001608,CL_0000001,UBERON_0001332,UBERON_0000468,BTO_0003807,BTO_0000003
RL95-2,CL,CLO_0008830,CLO_0008830,CL_0002149,-,UBERON_0001295,-,BTO_0004491,-
Human Embryonic Kidney Cell,CT,-,-,CL_1000497,CL_1000497,UBERON_0000922,UBERON_0002113,BTO_0002733,BTO_0000007
Y79,CL,CLO_0009709,CLO_0009709,-,-,UBERON_0000966,-,-,-
umbilical cord Fibroblast,CT,-,-,CL_0000057,CL_0000057,UBERON_0002331,UBERON_0002331,-,BTO_0001415
BA40,A,-,-,CL_0002319,-,UBERON_0013573,UBERON_0002688,-,-
mesothelioma cell line:Mero-84,CL,-,CLO_0000031,CL_0000077,CL_0000000,UBERON_0002048,-,-,BTO_0002424
gm19240,CL,CLO_0027143,CLO_0027143,CL_0000236,-,UBERON_0000178,-,-,-
CD4+CD25+CD45RA- memory regulatory T cells donor3,CT,-,-,CL_0002678,-,UBERON_0002405,UBERON_0000051,-,-
signet ring carcinoma cell line:NUGC-4,CL,CLO_0050789,CLO_0050789,CL_0002178,-,UBERON_0000945,-,BTO_0005917,BTO_0000297
Stomach Smooth Muscle,A,-,-,CL_0000192,-,UBERON_0004222,UBERON_0004222,BTO_0001818,BTO_0001818
Skeletal Muscle Myoblast,CT,-,-,CL_0000056,CL_0000515,UBERON_0001134,UBERON_0014892,-,BTO_0000222
iPS_19.11,CL,CLO_0037308,CLO_0000023,CL_0002248,CL_0000000,-,UBERON_0000060,-,BTO_0000036
A549_dexamethasone_12h,CL,CLO_0001601,CLO_0001601,CL_0000082,-,UBERON_0002048,-,BTO_0000018,-
Adrenocortical_adrenal_8,CT,-,-,CL_0002097,-,UBERON_0002369,UBERON_0002369,BTO_0005817,BTO_0000047
NPC_1,CT,-,CLO_0000052,CL_0011020,CL_0000001,UBERON_0001016,UBERON_0000067,-,BTO_0000030
NPC_2,CT,-,CLO_0000025,CL_0011020,CL_0000241,UBERON_0001016,UBERON_0000955,-,BTO_0000061
anaplastic large cell lymphoma cell line:Ki-JK,CL,-,CLO_0000031,CL_0000542,CL_0000000,UBERON_0000178,-,-,BTO_0004868
H1 Derived Mesenchymal Stem Cells,CL,-,-,CL_0000134,-,UBERON_0003104,UBERON_0000069,BTO_0003298,BTO_0001300
H1 Derived Neuronal Progenitor Cultured Cells,CL,-,CLO_0000045,CL_0011020,CL_0000066,UBERON_0000922,UBERON_0001000,-,BTO_0000301
Molt4,CL,CLO_0007825,CLO_0000021,CL_0000084,CL_0000010,UBERON_0000178,UBERON_0000460,BTO_0000873,BTO_0000003
epithelial,CT,-,CLO_0000000,CL_0000066,CL_0000066,UBERON_0000483,UBERON_0000038,BTO_0000414,-
squamous cell carcinoma cell line:T3M-5,CL,-,CLO_0050948,CL_0000076,CL_0000000,UBERON_0002046,-,-,BTO_0002024
SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W,CL,-,CLO_0000042,CL_0000501,CL_0000127,UBERON_0000992,UBERON_0000468,-,BTO_0000201
CRC_myeloid_2,CT,-,CLO_0000050,CL_0000763,CL_0000002,UBERON_0000178,UBERON_0000100,BTO_0000906,BTO_0000020
RPTEC,CT,-,CLO_0000066,CL_0002306,CL_0000050,UBERON_0004134,UBERON_0000956,BTO_0006154,BTO_0000377
CMP_BMP,CT,-,-,CL_0000049,CL_0000049,UBERON_0002371,-,BTO_0004730,-
du145,CL,CLO_0002840,CLO_0051536,CL_0002231,-,UBERON_0002367,-,BTO_0001332,-
leiomyoma cell line:10964C,CL,-,CLO_0000031,CL_0000192,CL_0000000,UBERON_0000995,-,-,BTO_0002694
DAUDI,CL,CLO_0002708,CLO_0002708,CL_0000236,-,UBERON_0000178,-,BTO_0001561,-
NG108-15,-,-,CLO_0008162,-,-,-,-,-,-
BE2C_DMSO,CL,-,CLO_0000033,CL_0000031,CL_0000122,UBERON_0000955,UBERON_0000468,BTO_0004782,BTO_0000212
MDA-MB-231-Erbeta_E2_TNFa,CL,CLO_0007634,CLO_0007634,CL_0002327,-,UBERON_0000310,-,BTO_0000815,-
DHL-9,CL,-,CLO_0000072,CL_0000236,CL_0000003,UBERON_0000178,UBERON_0000466,BTO_0001617,BTO_0000062
ZR_75_1,CL,-,CLO_0000001,CL_0002327,CL_0000002,UBERON_0000310,UBERON_0000003,BTO_0003136,BTO_0000004
U2OS_osteosarcoma_SHRCTR,CL,CLO_0009454,CLO_0009454,CL_0001035,-,UBERON_0002481,UBERON_0000955,BTO_0001938,-
foreskin-keratinocyte-calcium2.5day,CT,-,-,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0001332,BTO_0005481,BTO_0001113
caudate nucleus - adult donor10196,A,-,-,CL_0002319,-,UBERON_0001873,UBERON_0001873,BTO_0000211,BTO_0000211
LNCaP_prostate_carcinoma_SIFOXA1_TNFA,CL,CLO_0007365,CLO_0007365,CL_0002231,-,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001129
adrenal gland 54y,A,-,-,CL_0000150,-,UBERON_0002369,UBERON_0002369,BTO_0000047,BTO_0000047
ESC,CT,-,CLO_0000000,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000000,BTO_0001086,-
Stromal_muscle,CT,-,-,CL_0000499,-,UBERON_0005090,UBERON_0005090,-,BTO_0000887
NCI-H1963,CL,CLO_0008034,CLO_0008034,CL_0000082,-,UBERON_0002048,-,BTO_0005976,-
BIN-67_SMARCA4.T910M,CL,-,CLO_0000037,-,CL_0000003,UBERON_0000992,UBERON_0000469,-,BTO_0000421
JR1 shCtrl,CL,-,CLO_0000025,-,CL_0000005,UBERON_0005090,UBERON_0001000,-,BTO_0000002
EndoC-BH1_human_pancreatic_beta_cell_line,CL,-,-,CL_0000169,CL_0000540,UBERON_0001264,UBERON_0001003,-,-
Burkitt's lymphoma cell line:RAJI,CL,CLO_0008734,CLO_0008734,CL_0000236,-,UBERON_0000178,-,BTO_0001154,BTO_0000889
retinoblastoma cell line:Y79,CL,CLO_0009709,CLO_0009709,-,-,UBERON_0000966,-,-,BTO_0002919
Colo205,CL,CLO_0002544,CLO_0050630,CL_0011108,-,UBERON_0001155,-,BTO_0000179,-
left ventricle_DCM_LV1262,A,-, -,CL_0002494,-,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629 
Uterus,A,-,-,CL_0002149,-,UBERON_0000995,UBERON_0000995,BTO_0001424,BTO_0001424
left ventricle_LV1215,A,-,-,CL_0002494,-,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
Stromal_stomach,CT,-,-,CL_0000499,-,UBERON_0000945,UBERON_0000945,-,BTO_0001307
ONE58,CL,-,CLO_0000001,CL_1000491,CL_0000002,UBERON_0000977,UBERON_0000003,-,BTO_0000004
mammary_epithelial_cells,CT,-,CLO_0000000,CL_0002327,CL_0000066,UBERON_0000310,UBERON_0001000,BTO_0004300,-
M0_VB,CT,-,CLO_0001000,CL_0000235,CL_0002000,UBERON_0000178,UBERON_0003000,-,BTO_0004000
HASM2_Human_airway_smooth_muscle_2,CL,-,-,CL_0000192,-,UBERON_0004225,UBERON_0001005,-,BTO_0000887
A549_0h_sciCAR,CL,CLO_0001601,CLO_0001601,CL_0000082,-,UBERON_0002048,-,BTO_0000018,-
JEG-3,CL,CLO_0007017,CLO_0007017,CL_0000066,-,UBERON_0001987,-,BTO_0002269,-
KM12SM,CL,-,CLO_0000021,CL_0011108,CL_0000236,UBERON_0001155,UBERON_0000469,-,BTO_0000123
786-O_empty_vector,CL,CLO_0001486,CLO_0001486,CL_1000497,-,UBERON_0002113,-,-,-
acute myeloid leukemia (FAB M7) cell line:M-MOK,CL,CLO_0051548,CLO_0051548,CL_0000553,CL_0000000,UBERON_0002371,-,-,-
TC-797,CL,-,CLO_0000052,CL_0000076,CL_0000125,UBERON_0002370,UBERON_0000965,-,BTO_0000123
